# x86 instruction set description version 0.2, 2023-03-05
# Based on Intel Instruction Set Reference #325383-078US, December 2022.
# https://golang.org/x/arch/x86/x86spec
"VMOVAPD xmm2/m128 {k1}{z}, xmm1","VMOVAPD xmm1, xmm2/m128 {k1}{z}","vmovapd xmm1, xmm2/m128 {k1}{z}","EVEX.128.66.0F.W1 29 /r","V","V","AVX512VL AVX512F","","","","","Move aligned packed double precision floating- point values from xmm1 to xmm2/m128 using writemask k1."
"VMOVAPD xmm2/m128, xmm1","VMOVAPD xmm1, xmm2/m128","vmovapd xmm1, xmm2/m128","VEX.128.66.0F.WIG 29 /r","V","V","AVX","","","","","Move aligned packed double precision floating- point values from xmm1 to xmm2/mem."
"VMOVAPD ymm1 {k1}{z}, ymm2/m256","VMOVAPD ymm2/m256, ymm1 {k1}{z}","vmovapd ymm2/m256, ymm1 {k1}{z}","EVEX.256.66.0F.W1 28 /r","V","V","AVX512VL AVX512F","","","","","Move aligned packed double precision floating- point values from ymm2/m256 to ymm1 using writemask k1."
"VMOVAPD ymm1, ymm2/m256","VMOVAPD ymm2/m256, ymm1","vmovapd ymm2/m256, ymm1","VEX.256.66.0F.WIG 28 /r","V","V","AVX","","","","","Move aligned packed double precision floating- point values from ymm2/mem to ymm1."
"VMOVAPD ymm2/m256 {k1}{z}, ymm1","VMOVAPD ymm1, ymm2/m256 {k1}{z}","vmovapd ymm1, ymm2/m256 {k1}{z}","EVEX.256.66.0F.W1 29 /r","V","V","AVX512VL AVX512F","","","","","Move aligned packed double precision floating- point values from ymm1 to ymm2/m256 using writemask k1."
"VMOVAPD ymm2/m256, ymm1","VMOVAPD ymm1, ymm2/m256","vmovapd ymm1, ymm2/m256","VEX.256.66.0F.WIG 29 /r","V","V","AVX","","","","","Move aligned packed double precision floating- point values from ymm1 to ymm2/mem."
"VMOVAPD zmm1 {k1}{z}, zmm2/m512","VMOVAPD zmm2/m512, zmm1 {k1}{z}","vmovapd zmm2/m512, zmm1 {k1}{z}","EVEX.512.66.0F.W1 28 /r","V","V","AVX512F","","","","","Move aligned packed double precision floating- point values from zmm2/m512 to zmm1 using writemask k1."
"VMOVAPD zmm2/m512 {k1}{z}, zmm1","VMOVAPD zmm1, zmm2/m512 {k1}{z}","vmovapd zmm1, zmm2/m512 {k1}{z}","EVEX.512.66.0F.W1 29 /r","V","V","AVX512F","","","","","Move aligned packed double precision floating- point values from zmm1 to zmm2/m512 using writemask k1."
"VMOVAPS xmm1 {k1}{z}, xmm2/m128","VMOVAPS xmm2/m128, xmm1 {k1}{z}","vmovaps xmm2/m128, xmm1 {k1}{z}","EVEX.128.0F.W0 28 /r","V","V","AVX512VL AVX512F","","","","","Move aligned packed single precision floating-point values from xmm2/m128 to xmm1 using writemask k1."
"VMOVAPS xmm1, xmm2/m128","VMOVAPS xmm2/m128, xmm1","vmovaps xmm2/m128, xmm1","VEX.128.0F.WIG 28 /r","V","V","AVX","","","","","Move aligned packed single precision floating-point values from xmm2/mem to xmm1."
"VMOVAPS xmm2/m128 {k1}{z}, xmm1","VMOVAPS xmm1, xmm2/m128 {k1}{z}","vmovaps xmm1, xmm2/m128 {k1}{z}","EVEX.128.0F.W0 29 /r","V","V","AVX512VL AVX512F","","","","","Move aligned packed single precision floating-point values from xmm1 to xmm2/m128 using writemask k1."
"VMOVAPS xmm2/m128, xmm1","VMOVAPS xmm1, xmm2/m128","vmovaps xmm1, xmm2/m128","VEX.128.0F.WIG 29 /r","V","V","AVX","","","","","Move aligned packed single precision floating-point values from xmm1 to xmm2/mem."
"VMOVAPS ymm1 {k1}{z}, ymm2/m256","VMOVAPS ymm2/m256, ymm1 {k1}{z}","vmovaps ymm2/m256, ymm1 {k1}{z}","EVEX.256.0F.W0 28 /r","V","V","AVX512VL AVX512F","","","","","Move aligned packed single precision floating-point values from ymm2/m256 to ymm1 using writemask k1."
"VMOVAPS ymm1, ymm2/m256","VMOVAPS ymm2/m256, ymm1","vmovaps ymm2/m256, ymm1","VEX.256.0F.WIG 28 /r","V","V","AVX","","","","","Move aligned packed single precision floating-point values from ymm2/mem to ymm1."
"VMOVAPS ymm2/m256 {k1}{z}, ymm1","VMOVAPS ymm1, ymm2/m256 {k1}{z}","vmovaps ymm1, ymm2/m256 {k1}{z}","EVEX.256.0F.W0 29 /r","V","V","AVX512VL AVX512F","","","","","Move aligned packed single precision floating-point values from ymm1 to ymm2/m256 using writemask k1."
"VMOVAPS ymm2/m256, ymm1","VMOVAPS ymm1, ymm2/m256","vmovaps ymm1, ymm2/m256","VEX.256.0F.WIG 29 /r","V","V","AVX","","","","","Move aligned packed single precision floating-point values from ymm1 to ymm2/mem."
"VMOVAPS zmm1 {k1}{z}, zmm2/m512","VMOVAPS zmm2/m512, zmm1 {k1}{z}","vmovaps zmm2/m512, zmm1 {k1}{z}","EVEX.512.0F.W0 28 /r","V","V","AVX512F","","","","","Move aligned packed single precision floating-point values from zmm2/m512 to zmm1 using writemask k1."
"VMOVAPS zmm2/m512 {k1}{z}, zmm1","VMOVAPS zmm1, zmm2/m512 {k1}{z}","vmovaps zmm1, zmm2/m512 {k1}{z}","EVEX.512.0F.W0 29 /r","V","V","AVX512F","","","","","Move aligned packed single precision floating-point values from zmm1 to zmm2/m512 using writemask k1."
"VMOVD xmm1, r/m32","VMOVD r/m32, xmm1","vmovd r/m32, xmm1","VEX.128.66.0F.W0 6E /r","V","V","AVX","","","","","Move doubleword from r/m32 to xmm1."
"VMOVDQA xmm1, xmm2/m128","VMOVDQA xmm2/m128, xmm1","vmovdqa xmm2/m128, xmm1","VEX.128.66.0F.WIG 6F /r","V","V","AVX","","","","","Move aligned packed integer values from xmm2/mem to xmm1."
"VMOVDQA xmm2/m128, xmm1","VMOVDQA xmm1, xmm2/m128","vmovdqa xmm1, xmm2/m128","VEX.128.66.0F.WIG 7F /r","V","V","AVX","","","","","Move aligned packed integer values from xmm1 to xmm2/mem."
"VMOVDQA ymm1, ymm2/m256","VMOVDQA ymm2/m256, ymm1","vmovdqa ymm2/m256, ymm1","VEX.256.66.0F.WIG 6F /r","V","V","AVX","","","","","Move aligned packed integer values from ymm2/mem to ymm1."
"VMOVDQA ymm2/m256, ymm1","VMOVDQA ymm1, ymm2/m256","vmovdqa ymm1, ymm2/m256","VEX.256.66.0F.WIG 7F /r","V","V","AVX","","","","","Move aligned packed integer values from ymm1 to ymm2/mem."
"VMOVDQA32 xmm1 {k1}{z}, xmm2/m128","VMOVDQA32 xmm2/m128, xmm1 {k1}{z}","vmovdqa32 xmm2/m128, xmm1 {k1}{z}","EVEX.128.66.0F.W0 6F /r","V","V","AVX512VL AVX512F","","","","","Move aligned packed doubleword integer values from xmm2/m128 to xmm1 using writemask k1."
"VMOVDQA32 xmm2/m128 {k1}{z}, xmm1","VMOVDQA32 xmm1, xmm2/m128 {k1}{z}","vmovdqa32 xmm1, xmm2/m128 {k1}{z}","EVEX.128.66.0F.W0 7F /r","V","V","AVX512VL AVX512F","","","","","Move aligned packed doubleword integer values from xmm1 to xmm2/m128 using writemask k1."
"VMOVDQA32 ymm1 {k1}{z}, ymm2/m256","VMOVDQA32 ymm2/m256, ymm1 {k1}{z}","vmovdqa32 ymm2/m256, ymm1 {k1}{z}","EVEX.256.66.0F.W0 6F /r","V","V","AVX512VL AVX512F","","","","","Move aligned packed doubleword integer values from ymm2/m256 to ymm1 using writemask k1."
"VMOVDQA32 ymm2/m256 {k1}{z}, ymm1","VMOVDQA32 ymm1, ymm2/m256 {k1}{z}","vmovdqa32 ymm1, ymm2/m256 {k1}{z}","EVEX.256.66.0F.W0 7F /r","V","V","AVX512VL AVX512F","","","","","Move aligned packed doubleword integer values from ymm1 to ymm2/m256 using writemask k1."
"VMOVDQA32 zmm1 {k1}{z}, zmm2/m512","VMOVDQA32 zmm2/m512, zmm1 {k1}{z}","vmovdqa32 zmm2/m512, zmm1 {k1}{z}","EVEX.512.66.0F.W0 6F /r","V","V","AVX512F","","","","","Move aligned packed doubleword integer values from zmm2/m512 to zmm1 using writemask k1."
"VMOVDQA32 zmm2/m512 {k1}{z}, zmm1","VMOVDQA32 zmm1, zmm2/m512 {k1}{z}","vmovdqa32 zmm1, zmm2/m512 {k1}{z}","EVEX.512.66.0F.W0 7F /r","V","V","AVX512F","","","","","Move aligned packed doubleword integer values from zmm1 to zmm2/m512 using writemask k1."
"VMOVDQA64 xmm1 {k1}{z}, xmm2/m128","VMOVDQA64 xmm2/m128, xmm1 {k1}{z}","vmovdqa64 xmm2/m128, xmm1 {k1}{z}","EVEX.128.66.0F.W1 6F /r","V","V","AVX512VL AVX512F","","","Y","128","Move aligned packed quadword integer values from xmm2/m128 to xmm1 using writemask k1."
"VMOVDQA64 xmm2/m128 {k1}{z}, xmm1","VMOVDQA64 xmm1, xmm2/m128 {k1}{z}","vmovdqa64 xmm1, xmm2/m128 {k1}{z}","EVEX.128.66.0F.W1 7F /r","V","V","AVX512VL AVX512F","","","Y","","Move aligned packed quadword integer values from xmm1 to xmm2/m128 using writemask k1."
"VMOVDQA64 ymm1 {k1}{z}, ymm2/m256","VMOVDQA64 ymm2/m256, ymm1 {k1}{z}","vmovdqa64 ymm2/m256, ymm1 {k1}{z}","EVEX.256.66.0F.W1 6F /r","V","V","AVX512VL AVX512F","","","Y","256","Move aligned packed quadword integer values from ymm2/m256 to ymm1 using writemask k1."
"VMOVDQA64 ymm2/m256 {k1}{z}, ymm1","VMOVDQA64 ymm1, ymm2/m256 {k1}{z}","vmovdqa64 ymm1, ymm2/m256 {k1}{z}","EVEX.256.66.0F.W1 7F /r","V","V","AVX512VL AVX512F","","","Y","","Move aligned packed quadword integer values from ymm1 to ymm2/m256 using writemask k1."
"VMOVDQA64 zmm1 {k1}{z}, zmm2/m512","VMOVDQA64 zmm2/m512, zmm1 {k1}{z}","vmovdqa64 zmm2/m512, zmm1 {k1}{z}","EVEX.512.66.0F.W1 6F /r","V","V","AVX512F","","","Y","","Move aligned packed quadword integer values from zmm2/m512 to zmm1 using writemask k1."
"VMOVDQA64 zmm2/m512 {k1}{z}, zmm1","VMOVDQA64 zmm1, zmm2/m512 {k1}{z}","vmovdqa64 zmm1, zmm2/m512 {k1}{z}","EVEX.512.66.0F.W1 7F /r","V","V","AVX512F","","","Y","","Move aligned packed quadword integer values from zmm1 to zmm2/m512 using writemask k1."
"VMOVHLPS xmm1, xmm2, xmm3","VMOVHLPS xmm3, xmm2, xmm1","vmovhlps xmm3, xmm2, xmm1","EVEX.128.0F.W0 12 /r","V","V","AVX512F","","","Y","","Merge two packed single precision floating-point values from high quadword of xmm3 and low quadword of xmm2."
"VMOVHLPS xmm1, xmm2, xmm3","VMOVHLPS xmm3, xmm2, xmm1","vmovhlps xmm3, xmm2, xmm1","VEX.128.0F.WIG 12 /r","V","V","AVX","","","Y","","Merge two packed single precision floating-point values from high quadword of xmm3 and low quadword of xmm2."
"VMOVLHPS xmm1, xmm2, xmm3","VMOVLHPS xmm3, xmm2, xmm1","vmovlhps xmm3, xmm2, xmm1","EVEX.128.0F.W0 16 /r","V","V","AVX512F","","","Y","","Merge two packed single precision floating-point values from low quadword of xmm3 and low quadword of xmm2."
"VMOVLHPS xmm1, xmm2, xmm3","VMOVLHPS xmm3, xmm2, xmm1","vmovlhps xmm3, xmm2, xmm1","VEX.128.0F.WIG 16 /r","V","V","AVX","","","Y","","Merge two packed single precision floating-point values from low quadword of xmm3 and low quadword of xmm2."
"VMOVMSKPD reg, xmm2","VMOVMSKPD xmm2, reg","vmovmskpd xmm2, reg","VEX.128.66.0F.WIG 50 /r","V","V","AVX","","","","","Extract 2-bit sign mask from xmm2 and store in reg. The upper bits of r32 or r64 are zeroed."
"VMOVMSKPD reg, ymm2","VMOVMSKPD ymm2, reg","vmovmskpd ymm2, reg","VEX.256.66.0F.WIG 50 /r","V","V","AVX","","","","","Extract 4-bit sign mask from ymm2 and store in reg. The upper bits of r32 or r64 are zeroed."
"VMOVMSKPS reg, xmm2","VMOVMSKPS xmm2, reg","vmovmskps xmm2, reg","VEX.128.0F.WIG 50 /r","V","V","AVX","","","","","Extract 4-bit sign mask from xmm2 and store in reg. The upper bits of r32 or r64 are zeroed."
"VMOVMSKPS reg, ymm2","VMOVMSKPS ymm2, reg","vmovmskps ymm2, reg","VEX.256.0F.WIG 50 /r","V","V","AVX","","","","","Extract 8-bit sign mask from ymm2 and store in reg. The upper bits of r32 or r64 are zeroed."
"VMOVNTDQ m128, xmm1","VMOVNTDQ xmm1, m128","vmovntdq xmm1, m128","EVEX.128.66.0F.W0 E7 /r","V","V","AVX512VL AVX512F","","","Y","","Move packed integer values in xmm1 to m128 using non- temporal hint."
"VMOVNTDQ m128, xmm1","VMOVNTDQ xmm1, m128","vmovntdq xmm1, m128","VEX.128.66.0F.WIG E7 /r","V","V","AVX","","","Y","","Move packed integer values in xmm1 to m128 using non- temporal hint."
"VMOVNTDQ m256, ymm1","VMOVNTDQ ymm1, m256","vmovntdq ymm1, m256","EVEX.256.66.0F.W0 E7 /r","V","V","AVX512VL AVX512F","","","Y","","Move packed integer values in zmm1 to m256 using non- temporal hint."
"VMOVNTDQ m256, ymm1","VMOVNTDQ ymm1, m256","vmovntdq ymm1, m256","VEX.256.66.0F.WIG E7 /r","V","V","AVX","","","Y","","Move packed integer values in ymm1 to m256 using non- temporal hint."
"VMOVNTDQ m512, zmm1","VMOVNTDQ zmm1, m512","vmovntdq zmm1, m512","EVEX.512.66.0F.W0 E7 /r","V","V","AVX512F","","","Y","","Move packed integer values in zmm1 to m512 using non- temporal hint."
"VMOVNTDQA xmm1, m128","VMOVNTDQA m128, xmm1","vmovntdqa m128, xmm1","EVEX.128.66.0F38.W0 2A /r","V","V","AVX512VL AVX512F","","","Y","","Move 128-bit data from m128 to xmm using non-temporal hint if WC memory type."
"VMOVNTDQA xmm1, m128","VMOVNTDQA m128, xmm1","vmovntdqa m128, xmm1","VEX.128.66.0F38.WIG 2A /r","V","V","AVX","","","Y","","Move double quadword from m128 to xmm using non- temporal hint if WC memory type."
"VMOVNTDQA ymm1, m256","VMOVNTDQA m256, ymm1","vmovntdqa m256, ymm1","EVEX.256.66.0F38.W0 2A /r","V","V","AVX512VL AVX512F","","","Y","","Move 256-bit data from m256 to ymm using non-temporal hint if WC memory type."
"VMOVNTDQA ymm1, m256","VMOVNTDQA m256, ymm1","vmovntdqa m256, ymm1","VEX.256.66.0F38.WIG 2A /r","V","V","AVX2","","","Y","","Move 256-bit data from m256 to ymm using non-temporal hint if WC memory type."
"VMOVNTDQA zmm1, m512","VMOVNTDQA m512, zmm1","vmovntdqa m512, zmm1","EVEX.512.66.0F38.W0 2A /r","V","V","AVX512F","","","Y","","Move 512-bit data from m512 to zmm using non-temporal hint if WC memory type."
"VMOVNTPD m128, xmm1","VMOVNTPD xmm1, m128","vmovntpd xmm1, m128","EVEX.128.66.0F.W1 2B /r","V","V","AVX512VL AVX512F","","","Y","","Move packed double precision values in xmm1 to m128 using non-temporal hint."
"VMOVNTPD m128, xmm1","VMOVNTPD xmm1, m128","vmovntpd xmm1, m128","VEX.128.66.0F.WIG 2B /r","V","V","AVX","","","Y","","Move packed double precision values in xmm1 to m128 using non-temporal hint."
"VMOVNTPD m256, ymm1","VMOVNTPD ymm1, m256","vmovntpd ymm1, m256","EVEX.256.66.0F.W1 2B /r","V","V","AVX512VL AVX512F","","","Y","","Move packed double precision values in ymm1 to m256 using non-temporal hint."
"VMOVNTPD m256, ymm1","VMOVNTPD ymm1, m256","vmovntpd ymm1, m256","VEX.256.66.0F.WIG 2B /r","V","V","AVX","","","Y","","Move packed double precision values in ymm1 to m256 using non-temporal hint."
"VMOVNTPD m512, zmm1","VMOVNTPD zmm1, m512","vmovntpd zmm1, m512","EVEX.512.66.0F.W1 2B /r","V","V","AVX512F","","","Y","","Move packed double precision values in zmm1 to m512 using non-temporal hint."
"VMOVNTPS m128, xmm1","VMOVNTPS xmm1, m128","vmovntps xmm1, m128","EVEX.128.0F.W0 2B /r","V","V","AVX512VL AVX512F","","","Y","","Move packed single precision values in xmm1 to m128 using non-temporal hint."
"VMOVNTPS m128, xmm1","VMOVNTPS xmm1, m128","vmovntps xmm1, m128","VEX.128.0F.WIG 2B /r","V","V","AVX","","","Y","","Move packed single precision values xmm1 to mem using non-temporal hint."
"VMOVNTPS m256, ymm1","VMOVNTPS ymm1, m256","vmovntps ymm1, m256","EVEX.256.0F.W0 2B /r","V","V","AVX512VL AVX512F","","","Y","","Move packed single precision values in ymm1 to m256 using non-temporal hint."
"VMOVNTPS m256, ymm1","VMOVNTPS ymm1, m256","vmovntps ymm1, m256","VEX.256.0F.WIG 2B /r","V","V","AVX","","","Y","","Move packed single precision values ymm1 to mem using non-temporal hint."
"VMOVNTPS m512, zmm1","VMOVNTPS zmm1, m512","vmovntps zmm1, m512","EVEX.512.0F.W0 2B /r","V","V","AVX512F","","","Y","","Move packed single precision values in zmm1 to m512 using non-temporal hint."
"VMOVQ xmm1, xmm2/m64","VMOVQ xmm2/m64, xmm1","vmovq xmm2/m64, xmm1","EVEX.128.F3.0F.W1 7E /r","V","V","AVX512F","","","Y","","Move quadword from xmm2/m64 to xmm1."
"VMOVQ xmm1, xmm2/m64","VMOVQ xmm2/m64, xmm1","vmovq xmm2/m64, xmm1","VEX.128.F3.0F.WIG 7E /r","V","V","AVX","","","Y","","Move quadword from xmm2 to xmm1."
"VMOVQ xmm1/m64, xmm2","VMOVQ xmm2, xmm1/m64","vmovq xmm2, xmm1/m64","EVEX.128.66.0F.W1 D6 /r","V","V","AVX512F","","","Y","","Move quadword from xmm2 register to xmm1/m64."
"VMOVQ xmm1/m64, xmm2","VMOVQ xmm2, xmm1/m64","vmovq xmm2, xmm1/m64","VEX.128.66.0F.WIG D6 /r","V","V","AVX","","","Y","","Move quadword from xmm2 register to xmm1/m64."
"VMOVSHDUP xmm1 {k1}{z}, xmm2/m128","VMOVSHDUP xmm2/m128, xmm1 {k1}{z}","vmovshdup xmm2/m128, xmm1 {k1}{z}","EVEX.128.F3.0F.W0 16 /r","V","V","AVX512VL AVX512F","","","","","Move odd index single precision floating-point values from xmm2/m128 and duplicate each element into xmm1 under writemask."
"VMOVSHDUP xmm1, xmm2/m128","VMOVSHDUP xmm2/m128, xmm1","vmovshdup xmm2/m128, xmm1","VEX.128.F3.0F.WIG 16 /r","V","V","AVX","","","","","Move odd index single precision floating-point values from xmm2/mem and duplicate each element into xmm1."
"VMOVSHDUP ymm1 {k1}{z}, ymm2/m256","VMOVSHDUP ymm2/m256, ymm1 {k1}{z}","vmovshdup ymm2/m256, ymm1 {k1}{z}","EVEX.256.F3.0F.W0 16 /r","V","V","AVX512VL AVX512F","","","","","Move odd index single precision floating-point values from ymm2/m256 and duplicate each element into ymm1 under writemask."
"VMOVSHDUP ymm1, ymm2/m256","VMOVSHDUP ymm2/m256, ymm1","vmovshdup ymm2/m256, ymm1","VEX.256.F3.0F.WIG 16 /r","V","V","AVX","","","","","Move odd index single precision floating-point values from ymm2/mem and duplicate each element into ymm1."
"VMOVSHDUP zmm1 {k1}{z}, zmm2/m512","VMOVSHDUP zmm2/m512, zmm1 {k1}{z}","vmovshdup zmm2/m512, zmm1 {k1}{z}","EVEX.512.F3.0F.W0 16 /r","V","V","AVX512F","","","","","Move odd index single precision floating-point values from zmm2/m512 and duplicate each element into zmm1 under writemask."
"VMPSADBW xmm1, xmm2, xmm3/m128, imm8","VMPSADBW imm8, xmm3/m128, xmm2, xmm1","vmpsadbw imm8, xmm3/m128, xmm2, xmm1","VEX.128.66.0F3A.WIG 42 /r ib","V","V","AVX","","","","","Sums absolute 8-bit integer difference of adjacent groups of 4 byte integers in xmm2 and xmm3/m128 and writes the results in xmm1. Starting offsets within xmm2 and xmm3/m128 are determined by imm8."
"VMPSADBW ymm1, ymm2, ymm3/m256, imm8","VMPSADBW imm8, ymm3/m256, ymm2, ymm1","vmpsadbw imm8, ymm3/m256, ymm2, ymm1","VEX.256.66.0F3A.WIG 42 /r ib","V","V","AVX2","","","","","Sums absolute 8-bit integer difference of adjacent groups of 4 byte integers in xmm2 and ymm3/m128 and writes the results in ymm1. Starting offsets within ymm2 and xmm3/m128 are determined by imm8."
"VMULPD xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst","VMULPD xmm3/m128/m64bcst, xmm2, xmm1 {k1}{z}","vmulpd xmm3/m128/m64bcst, xmm2, xmm1 {k1}{z}","EVEX.128.66.0F.W1 59 /r","V","V","AVX512VL AVX512F","","","","","Multiply packed double precision floating-point values from xmm3/m128/m64bcst to xmm2 and store result in xmm1."
"VMULPD xmm1, xmm2, xmm3/m128","VMULPD xmm3/m128, xmm2, xmm1","vmulpd xmm3/m128, xmm2, xmm1","VEX.128.66.0F.WIG 59 /r","V","V","AVX","","","","","Multiply packed double precision floating-point values in xmm3/m128 with xmm2 and store result in xmm1."
"VMULPD ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst","VMULPD ymm3/m256/m64bcst, ymm2, ymm1 {k1}{z}","vmulpd ymm3/m256/m64bcst, ymm2, ymm1 {k1}{z}","EVEX.256.66.0F.W1 59 /r","V","V","AVX512VL AVX512F","","","","","Multiply packed double precision floating-point values from ymm3/m256/m64bcst to ymm2 and store result in ymm1."
"VMULPD ymm1, ymm2, ymm3/m256","VMULPD ymm3/m256, ymm2, ymm1","vmulpd ymm3/m256, ymm2, ymm1","VEX.256.66.0F.WIG 59 /r","V","V","AVX","","","","","Multiply packed double precision floating-point values in ymm3/m256 with ymm2 and store result in ymm1."
"VMULPD zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst{er}","VMULPD zmm3/m512/m64bcst{er}, zmm2, zmm1 {k1}{z}","vmulpd zmm3/m512/m64bcst{er}, zmm2, zmm1 {k1}{z}","EVEX.512.66.0F.W1 59 /r","V","V","AVX512F","","","","","Multiply packed double precision floating-point values in zmm3/m512/m64bcst with zmm2 and store result in zmm1."
"VMULPS xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst","VMULPS xmm3/m128/m32bcst, xmm2, xmm1 {k1}{z}","vmulps xmm3/m128/m32bcst, xmm2, xmm1 {k1}{z}","EVEX.128.0F.W0 59 /r","V","V","AVX512VL AVX512F","","","","","Multiply packed single precision floating-point values from xmm3/m128/m32bcst to xmm2 and store result in xmm1."
"VMULPS xmm1, xmm2, xmm3/m128","VMULPS xmm3/m128, xmm2, xmm1","vmulps xmm3/m128, xmm2, xmm1","VEX.128.0F.WIG 59 /r","V","V","AVX","","","","","Multiply packed single precision floating-point values in xmm3/m128 with xmm2 and store result in xmm1."
"VMULPS ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst","VMULPS ymm3/m256/m32bcst, ymm2, ymm1 {k1}{z}","vmulps ymm3/m256/m32bcst, ymm2, ymm1 {k1}{z}","EVEX.256.0F.W0 59 /r","V","V","AVX512VL AVX512F","","","","","Multiply packed single precision floating-point values from ymm3/m256/m32bcst to ymm2 and store result in ymm1."
"VMULPS ymm1, ymm2, ymm3/m256","VMULPS ymm3/m256, ymm2, ymm1","vmulps ymm3/m256, ymm2, ymm1","VEX.256.0F.WIG 59 /r","V","V","AVX","","","","","Multiply packed single precision floating-point values in ymm3/m256 with ymm2 and store result in ymm1."
"VMULPS zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst {er}","VMULPS zmm3/m512/m32bcst {er}, zmm2, zmm1 {k1}{z}","vmulps zmm3/m512/m32bcst {er}, zmm2, zmm1 {k1}{z}","EVEX.512.0F.W0 59 /r","V","V","AVX512F","","","","","Multiply packed single precision floating-point values in zmm3/m512/m32bcst with zmm2 and store result in zmm1."
"VMULSD xmm1 {k1}{z}, xmm2, xmm3/m64 {er}","VMULSD xmm3/m64 {er}, xmm2, xmm1 {k1}{z}","vmulsd xmm3/m64 {er}, xmm2, xmm1 {k1}{z}","EVEX.LLIG.F2.0F.W1 59 /r","V","V","AVX512F","","","","","Multiply the low double precision floating-point value in xmm3/m64 by low double precision floating-point value in xmm2."
"VMULSD xmm1, xmm2, xmm3/m64","VMULSD xmm3/m64, xmm2, xmm1","vmulsd xmm3/m64, xmm2, xmm1","VEX.LIG.F2.0F.WIG 59 /r","V","V","AVX","","","","","Multiply the low double precision floating-point value in xmm3/m64 by low double precision floating-point value in xmm2."
"VMULSS xmm1 {k1}{z}, xmm2, xmm3/m32 {er}","VMULSS xmm3/m32 {er}, xmm2, xmm1 {k1}{z}","vmulss xmm3/m32 {er}, xmm2, xmm1 {k1}{z}","EVEX.LLIG.F3.0F.W0 59 /r","V","V","AVX512F","","","","","Multiply the low single precision floating-point value in xmm3/m32 by the low single precision floating-point value in xmm2."
"VMULSS xmm1, xmm2, xmm3/m32","VMULSS xmm3/m32, xmm2, xmm1","vmulss xmm3/m32, xmm2, xmm1","VEX.LIG.F3.0F.WIG 59 /r","V","V","AVX","","","","","Multiply the low single precision floating-point value in xmm3/m32 by the low single precision floating-point value in xmm2."
"VORPD xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst","VORPD xmm3/m128/m64bcst, xmm2, xmm1 {k1}{z}","vorpd xmm3/m128/m64bcst, xmm2, xmm1 {k1}{z}","EVEX.128.66.0F.W1 56 /r","V","V","AVX512VL AVX512DQ","","","","","Return the bitwise logical OR of packed double precision floating-point values in xmm2 and xmm3/m128/m64bcst subject to writemask k1."
"VORPD xmm1, xmm2, xmm3/m128","VORPD xmm3/m128, xmm2, xmm1","vorpd xmm3/m128, xmm2, xmm1","VEX.128.66.0F 56 /r","V","V","AVX","","","","","Return the bitwise logical OR of packed double precision floating-point values in xmm2 and xmm3/mem."
"VORPD ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst","VORPD ymm3/m256/m64bcst, ymm2, ymm1 {k1}{z}","vorpd ymm3/m256/m64bcst, ymm2, ymm1 {k1}{z}","EVEX.256.66.0F.W1 56 /r","V","V","AVX512VL AVX512DQ","","","","","Return the bitwise logical OR of packed double precision floating-point values in ymm2 and ymm3/m256/m64bcst subject to writemask k1."
"VORPD ymm1, ymm2, ymm3/m256","VORPD ymm3/m256, ymm2, ymm1","vorpd ymm3/m256, ymm2, ymm1","VEX.256.66.0F 56 /r","V","V","AVX","","","","","Return the bitwise logical OR of packed double precision floating-point values in ymm2 and ymm3/mem."
"VORPD zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst","VORPD zmm3/m512/m64bcst, zmm2, zmm1 {k1}{z}","vorpd zmm3/m512/m64bcst, zmm2, zmm1 {k1}{z}","EVEX.512.66.0F.W1 56 /r","V","V","AVX512DQ","","","","","Return the bitwise logical OR of packed double precision floating-point values in zmm2 and zmm3/m512/m64bcst subject to writemask k1."
"VORPS xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst","VORPS xmm3/m128/m32bcst, xmm2, xmm1 {k1}{z}","vorps xmm3/m128/m32bcst, xmm2, xmm1 {k1}{z}","EVEX.128.0F.W0 56 /r","V","V","AVX512VL AVX512DQ","","","","","Return the bitwise logical OR of packed single precision floating-point values in xmm2 and xmm3/m128/m32bcst subject to writemask k1."
"VORPS xmm1, xmm2, xmm3/m128","VORPS xmm3/m128, xmm2, xmm1","vorps xmm3/m128, xmm2, xmm1","VEX.128.0F 56 /r","V","V","AVX","","","","","Return the bitwise logical OR of packed single precision floating-point values in xmm2 and xmm3/mem."
"VORPS ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst","VORPS ymm3/m256/m32bcst, ymm2, ymm1 {k1}{z}","vorps ymm3/m256/m32bcst, ymm2, ymm1 {k1}{z}","EVEX.256.0F.W0 56 /r","V","V","AVX512VL AVX512DQ","","","","","Return the bitwise logical OR of packed single precision floating-point values in ymm2 and ymm3/m256/m32bcst subject to writemask k1."
